"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-23","12.08",,"0.00","0.0","0.0","27","30","21","  250","  210","21.0","31.1","    1",,,,"    1","    1",,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-24","6.26",,"0.00","0.0","0.0","31","36","28","  280","  250","15.0","21.0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-25","8.28",,"0.30","3.6","2.0","33","34","31","  320","  350","14.1","21.0","    1",,,,,,,"    1",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-26","10.51",,"0.04","0.8","2.0","29","32","15","  250","  240","19.9","25.9","    1",,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-27","15.21",,"0.06","0.8","2.0","22","36","13","  260","  250","25.9","40.9","    1","    1",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-28","8.28",,"0.15","2.2","1.2","24","31","19","   70","   60","17.0","23.9","    1",,,"    1",,"    1",,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-29","10.74",,"0.02","0.2","3.1","26","31","18","  350","  350","19.9","23.9","    1",,,"    1",,"    1",,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-30","9.62",,"0.02","0.4","3.1","15","18","5","  310","  320","15.0","21.0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96017","-87.93164","204.8","2023-01-31","6.04",,"0.00","0.0","3.1","6","12","-1","  260","  250","13.0","18.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-01","6.49",,"0.05","0.4","3.9","30","34","23","  180","  180","14.1","15.0","    1","    1",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-02","8.05",,"0.12","0.9","3.9","28","28","24","  330","  330","16.1","21.9","    1","    1",,,,"    1",,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-03","6.93",,"0.00","0.0","3.9","23","25","16","  200","  330","15.0","21.0","    1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-04","8.95",,"0.00","0.0","3.9","22","30","11","  170","  170","18.1","19.9",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-05","6.04",,"0.00","0.0","3.9","20","30","10","  160","  210","16.1","17.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-06","6.71",,"0.00","0.0","3.9","26","38","16","  230","  230","15.0","17.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-07","10.29",,"0.00","0.0","3.9","29","38","19","  200","  200","18.1","19.9",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-08","9.84",,"0.00","0.0","3.9","30","48","18","  280","  270","23.9","34.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-09","9.17",,"0.00","0.0","3.1","37","44","22","  230","  230","21.0","23.9",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-10","10.07",,"0.00","0.0","2.0","38","53","28","  290","  290","25.1","34.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-11","7.83",,"0.07","0.4","2.0","34","38","27","   10","  360","19.9","25.1","    1","    1",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-12","8.28",,"0.00","0.0","2.0","30","41","16","  160","  170","15.0","17.0","    1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-13","6.26",,"0.00","0.0","1.2","32","47","20","  240","  240","13.0","13.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-14","9.84",,"0.00","0.0","1.2","42","59","33","  220","  210","18.1","21.9",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-15","6.26",,"0.00","0.0","0.0","38","43","29","  210","  210","13.0","15.0","    1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-16","7.38",,"0.00","0.0","0.0","35","47","24","  190","  240","13.0","16.1","    1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-17","6.93",,"0.43","4.8","0.0","31","35","24","  240","   50","15.0","17.0","    1","    1",,,,,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-18","13.42",,"0.44","4.4","5.9","26","27","17","  340","  340","32.0","40.0","    1",,,,,,,,"    1",
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-19","8.95",,"0.00","0.0","5.1","23","32","8","  210","  210","17.0","21.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-20","3.80",,"0.00","0.0","5.1","19","27","12","  160","  160","13.0","13.0","    1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-21","8.50",,"0.01","0.0","5.1","21","29","13","   10","   10","17.0","21.9","    1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-22","8.50",,"0.00","0.0","5.1","24","30","12","  170","  140","16.1","19.0",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-23","6.26",,"0.01","0.2","3.9","22","30","16","   70","   70","16.1","19.9","    1","    1",,,,,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-24",,,"0.00","0.0","3.9","23","33","17",,,,,"    1","    1",,,,,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-25","8.05",,"0.02","0.0","3.9","23","31","19","  340","  300","15.0","21.9","    1",,,,,,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-26","12.53",,"0.00","0.0","3.9","25","37","15","  260","  250","19.9","25.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-27","10.07",,"0.00","0.0","3.1","33","41","14","  290","  290","23.9","33.1",,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-28","11.41",,"0.02","0.6","3.1","26","35","7","  100","  100","19.9","23.0","    1","    1",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-29","9.84",,"0.01","0.4","3.1","6","7","-5","   90","  100","16.1","18.1","    1",,,,,,,"    1",,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-30","5.14",,"0.06","0.8","3.1","-4","4","-10","  140","  130","12.1","14.1","    1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","39.84657","-104.65623","1647.2","2023-01-31","8.28",,"0.01","0.1","3.9","5","23","-7","  180","  190","17.0","18.1","    1",,,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-01","9.17",,"0.00",,,,"79","55","  190","  180","15.0","16.1",,,,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-02","11.63",,"0.00",,,,"77","60","  170","  150","17.0","25.9","    1",,,,,,,"    1",,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-03","8.05",,"0.00",,,,"68","44","  240","  240","14.1","21.0",,,,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-04","2.46",,"0.00",,,,"61","32","  290",,"13.0",,,,,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-05","1.57",,"0.00",,,,"61","30","  360",,"6.0",,,,,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-06","7.61",,"0.00",,,,"72","37","  160","  150","16.1","25.9",,,,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-07","9.17",,"0.00",,,,"64","47","  320","  320","14.1","21.0",,,,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-08","4.70",,"0.00",,,,"63","34","  310",,"8.9",,,,,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-09","6.26",,"0.00",,,,"70","32","  150",,"15.0",,,,,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-10","10.07",,"0.00",,,,"82","50","  220","  220","18.1","25.9",,,,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-11","11.18",,"0.00",,,,"86","63","  170","  170","16.1","25.1",,,,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-12","17.90",,"0.00",,,,"67","40","  300","  310","28.0","36.0",,,,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-13","3.36",,"0.00",,,,"57","30","  280",,"8.1",,,,,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-14","7.83",,"0.00",,,,"63","32","  160","  160","17.0","23.0",,,,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-15","14.54",,"0.00",,,,"68","48","  160","  170","23.0","30.0",,,,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-16","10.29",,"0.00",,,,"75","54","  170","  180","18.1","25.9",,,,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-17","5.37",,"0.00",,,,"81","47","  210",,"12.1",,,,,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-18","10.51",,"0.00",,,,"72","55","  260","  230","17.0","28.0","    1",,,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-19","7.61",,"0.00",,,,"61","39","  320","  320","16.1","21.9",,,,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-20","4.47",,"0.00",,,,"61","33","   90",,"12.1",,,,,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-21","6.04",,"0.00",,,,"63","46","  300","  300","15.0","18.1",,,,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-22","8.95",,"0.00",,,,"57","29","  320","  320","15.0","23.9",,,,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-23","4.47",,"0.00",,,,"55","26","   90",,"12.1",,,,,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-24","11.18",,"0.12",,,,"48","36","  360","  360","17.0","23.0",,,,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-25","9.84",,,,,,"45","32","  270","  270","16.1","23.0",,,,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-26","4.92",,"0.00",,,,"55","27","  280","  300","12.1","17.0",,,,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-27","9.62",,"0.00",,,,"63","28","  220","  190","16.1","25.1",,,,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-28","11.41",,"0.00",,,,"68","44","  170","  170","16.1","23.0","    1",,,,,,,"    1",,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-29","10.74",,"0.00",,,,"58","30","  320","  330","19.9","25.1","    1","    1",,,,,,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-30","13.87",,"0.00",,,,"30","26","  350","  340","17.0","29.1","    1",,,,,"    1",,,,
"USW00003985","DALLAS FORT WORTH SPINKS AIRPORT, TX US","32.565","-97.30806","213.4","2023-01-31","11.86",,,,,,"28","25","  330","  330","15.0","23.0","    1",,,"    1",,"    1",,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-01","9.17",,"0.12","0.0","0.0","54","56","46","  230","  210","25.1","40.9",,,,,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-02","4.25",,"0.00","0.0","0.0","47","52","38","  200","  190","16.1","21.9",,,,,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-03","3.80",,"0.00","0.0","0.0","47","54","42","  180","  190","13.0","18.1",,,,,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-04","2.46",,"0.00","0.0","0.0","47","50","40","   60","   40","8.1","11.0",,,,,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-05","5.14",,"0.14","0.0","0.0","48","52","44","  260","  270","23.0","32.0","    1",,,,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-06","4.03",,"0.00","0.0","0.0","49","59","40","  200","  190","14.1","21.0",,,,,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-07","2.46",,"0.00","0.0","0.0","47","54","38","  100","  340","6.9","11.0",,,,,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-08","3.80",,"0.00","0.0","0.0","47","56","40","   80","   90","10.1","12.1",,,,,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-09","3.80",,"0.03","0.0","0.0","50","56","47","  300","  180","14.1","19.9",,,,,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-10","11.86",,"0.11","0.0","0.0","54","61","46","  220","  260","29.1","42.1",,,"    1",,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-11","4.47",,"0.00","0.0","0.0","47","56","39","  220","  240","14.1","19.0",,,,,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-12","4.03",,"0.00","0.0","0.0","47","58","38","   60","   70","10.1","13.0",,,,,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-13","2.91",,"0.00","0.0","0.0","49","58","41","  220","   20","8.1","10.1",,,,,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-14","6.04",,"0.09","0.0","0.0","49","57","43","  190","  190","17.0","31.1",,,,,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-15","10.96",,"0.00","0.0","0.0","51","55","46","  250","  230","21.9","32.0",,,,,,,,"    1",,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-16","10.51",,"0.13","0.0","0.0","49","59","44","  240","  230","25.1","42.9",,,"    1",,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-17","8.50",,"0.00","0.0","0.0","48","52","42","  340","  350","25.9","35.1",,,,,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-18","5.82",,"0.00","0.0","0.0","47","52","37","  330","  310","23.0","32.0",,,,,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-19","4.92",,"0.00","0.0","0.0","42","50","33","  350","  330","18.1","27.1",,,,,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-20","16.11",,"0.00","0.0","0.0","44","51","41","  340","  350","25.9","42.1",,,,,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-21","5.14",,"0.00","0.0","0.0","44","52","34","  360","  350","18.1","23.0",,,,,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-22","11.41",,"0.00","0.0","0.0","42","53","33","  320","  330","30.0","42.9",,,,,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-23","16.78",,"0.00","0.0","0.0","44","54","39","   30","  330","28.0","38.9",,,,,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-24","8.05",,"0.00","0.0","0.0","47","57","35","  360","   20","23.9","36.0",,,,,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-25","8.28",,"0.00","0.0","0.0","47","56","36","   20","   20","18.1","23.0",,,,,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-26","8.28",,"0.00","0.0","0.0","48","57","41","   50","   60","21.9","28.0",,,,,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-27","4.03",,"0.00","0.0","0.0","45","57","35","   80","   70","8.9","13.0",,,,,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-28","3.36",,"0.00","0.0","0.0","46","56","36","   90","   90","8.9","14.1",,,,,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-29","6.71",,"0.00","0.0","0.0","47","58","37","  230","  210","21.9","32.0",,,,,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-30","8.72",,"0.06","0.0","0.0","45","48","38","   20","   20","21.9","30.0","    1",,,,,,,,,
"USW00023169","MCCARRAN INTERNATIONAL AIRPORT, NV US","36.0719","-115.16343","662.8","2023-01-31","11.41",,"0.00","0.0","0.0","39","49","31","   20","   30","23.9","34.0",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-01","9.17",,"0.02","0.0","0.0","51","55","46","  280","  280","21.9","27.1","    1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-02","5.59",,"0.00","0.0","0.0","51","56","49","  220","  210","12.1","14.1",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-03","5.59",,"0.43","0.0","0.0","49","55","43","   40","  220","12.1","14.1","    1",,,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-04","8.28",,"0.01","0.0","0.0","57","66","44","   50","   50","15.0","18.1","    1","    1",,,,,,"    1",,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-05","7.61",,"0.03","0.0","0.0","46","48","44","   40","   40","14.1","17.0","    1","    1",,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-06","8.50",,"0.24","0.0","0.0","44","48","40","  310","  300","21.0","25.9","    1",,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-07","11.41",,"0.00","0.0","0.0","42","45","38","  320","  330","21.0","25.9",,,,,,,,,,
"USW00014732","LAGUARDIA AIRPORT, NY US","40.77945","-73.88027","3.0","2023-01-08","8.50",,"0.00","0.0","0.0","38","40","33","  310","  310","16.1","19.9",,,,,,,,,,
